Assembly Accession	TaxID	Organism	Assembly Level	Chromsome Count	Total Length	Contig Count	Contig N50	Scaffold Count	Scaffold N50	Read Coverage	Submission Date	Latest Update	Bio Source	GC Content	ATCC Catalog
GCF_000026505.1	568703	Lacticaseibacillus rhamnosus GG (firmicutes)	Complete Genome	1	3010111	1	3010111	1	3010111	0	2009/09/02 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'GG (ATCC 53103)')]))])), ('Sex', None), ('Isolate', None)])	0.4669	53103
GCF_000026665.1	561276	Streptococcus pneumoniae ATCC 700669 (firmicutes)	Complete Genome	1	2221315	1	2221315	1	2221315	0	2009/01/13 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 700669')]))])), ('Sex', None), ('Isolate', None)])	0.3949	700669
GCF_000056065.1	390333	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002 (firmicutes)	Complete Genome	1	1864998	1	1864998	1	1864998	0	2006/05/26 00:00	2017/03/30 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 11842')]))])), ('Sex', None), ('Isolate', None)])	0.4972	11842
GCF_000085865.1	347256	Mycoplasma hominis ATCC 23114 (mycoplasmas)	Complete Genome	1	665445	1	665445	1	665445	0	2009/11/16 00:00	2017/03/30 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 23114')]))])), ('Sex', None), ('Isolate', None)])	0.2712	23114
GCF_000143745.1	525338	Lacticaseibacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437 (firmicutes)	Scaffold	1	3212261	36	152365	9	554392	36	2010/07/22 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 14917')]))])), ('Sex', None), ('Isolate', None)])	0.4448	14917
GCF_000144405.1	553174	Prevotella melaninogenica ATCC 25845 (CFB group bacteria)	Complete Genome	2	3168282	2	1796408	2	1796408	14.1	2010/08/04 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25845')]))])), ('Sex', None), ('Isolate', None)])	0.4098	25845
GCF_000146285.1	585198	Mobiluncus curtisii subsp. curtisii ATCC 35241 (high GC Gram+)	Scaffold	1	2152970	21	340173	8	2137068	56	2010/08/27 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 35241')]))])), ('Sex', None), ('Isolate', None)])	0.5566	35241
GCF_000146585.1	864567	Streptococcus mitis ATCC 6249 (firmicutes)	Scaffold	1	1915891	19	411188	8	1905116	50.8	2010/09/01 00:00	2014/07/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 6249')]))])), ('Sex', None), ('Isolate', None)])	0.4119	6249
gcf_000148585.2	246201	Streptococcus mitis NCTC 12261 (firmicutes)	Complete Genome	1	1868883	1	1868883	1	1868883	25	2019/04/11 00:00	2019/04/14 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 12261')]))])), ('Sex', None), ('Isolate', None)])	0.4045	49456
GCF_000152285.1	271848	Burkholderia thailandensis E264 (b-proteobacteria)	Chromosome	2	6354340	44	381955	2	3453093	0	2007/04/11 00:00	2014/07/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 700388')]))])), ('Sex', None), ('Isolate', None)])	0.6778	700388
GCF_000154105.1	411477	Parabacteroides merdae ATCC 43184 (CFB group bacteria)	Scaffold	0	4434377	118	301687	93	333494	0	2007/05/25 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 43184')]))])), ('Sex', None), ('Isolate', None)])	0.4530	43184
GCF_000154225.1	411466	Schaalia odontolytica ATCC 17982 (high GC Gram+)	Scaffold	0	2393958	4	2360704	2	2391230	0	2007/05/25 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 17982')]))])), ('Sex', None), ('Isolate', None)])	0.6545	17982
GCF_000154365.1	411902	[Clostridium] bolteae ATCC BAA-613 (firmicutes)	Scaffold	0	6557988	78	187711	68	187711	0	2007/09/12 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC BAA-613')]))])), ('Sex', None), ('Isolate', None)])	0.4906	BAA-613
GCF_000154405.1	411465	Parvimonas micra ATCC 33270 (firmicutes)	Scaffold	0	1703872	17	505805	16	505805	0	2007/09/12 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33270')]))])), ('Sex', None), ('Isolate', None)])	0.2866	33270
GCF_000154425.1	411474	Coprococcus eutactus ATCC 27759 (firmicutes)	Scaffold	0	3102987	32	215819	23	215819	0	2007/09/18 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 27759')]))])), ('Sex', None), ('Isolate', None)])	0.4309	27759
GCF_000155025.1	499175	Clostridioides difficile ATCC 43255 (firmicutes)	Chromosome	1	4206980	55	312486	34	4123727	28	2008/12/10 00:00	2014/10/09 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 43255')]))])), ('Sex', None), ('Isolate', None)])	0.2856	43255
GCF_000156375.1	411464	Desulfovibrio piger ATCC 29098 (d-proteobacteria)	Scaffold	0	2867216	127	60251	47	492021	0	2008/10/30 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 29098')]))])), ('Sex', None), ('Isolate', None)])	0.6305	29098
GCF_000157895.3	557599	Mycobacterium kansasii ATCC 12478 (high GC Gram+)	Complete Genome	1	6577228	2	6432277	2	6432277	80	2013/11/01 00:00	2015/07/16 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 12478')]))])), ('Sex', None), ('Isolate', None)])	0.6623	12478
GCF_000159115.1	525260	Corynebacterium accolens ATCC 49725 (high GC Gram+)	Scaffold	0	2437186	64	250558	38	777318	0	2009/05/05 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 49725')]))])), ('Sex', None), ('Isolate', None)])	0.5967	49725
GCF_000159135.1	525268	Corynebacterium striatum ATCC 6940 (high GC Gram+)	Scaffold	0	2828991	176	47468	85	357794	0	2009/05/05 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 6940')]))])), ('Sex', None), ('Isolate', None)])	0.5940	6940
GCF_000159155.2	525284	Gardnerella vaginalis ATCC 14019 (high GC Gram+)	Complete Genome	1	1667350	1	1667350	1	1667350	70	2010/11/03 00:00	2020/03/06 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 14019')]))])), ('Sex', None), ('Isolate', None)])	0.4136	14019
GCF_000159355.1	525330	Lactobacillus johnsonii ATCC 33200 (firmicutes)	Scaffold	0	1780499	52	139200	32	1030662	0	2009/05/28 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33200')]))])), ('Sex', None), ('Isolate', None)])	0.3446	33200
GCF_000159375.2	525362	Ligilactobacillus ruminis ATCC 25644 (firmicutes)	Scaffold	0	2108740	58	84901	7	1099846	39.72	2011/02/16 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25644')]))])), ('Sex', None), ('Isolate', None)])	0.4374	25644
GCF_000159495.1	525337	Lacticaseibacillus paracasei subsp. paracasei ATCC 25302 = DSM 5622 = JCM 8130 (firmicutes)	Scaffold	0	2991737	174	53813	73	335527	0	2009/05/28 00:00	2014/10/09 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25302')]))])), ('Sex', None), ('Isolate', None)])	0.4652	25302
GCF_000160615.1	585199	Mobiluncus mulieris ATCC 35243 (high GC Gram+)	Scaffold	0	2435166	65	135195	15	656221	0	2009/05/15 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 35243')]))])), ('Sex', None), ('Isolate', None)])	0.5514	35243
GCF_000160655.1	638300	Cardiobacterium hominis ATCC 15826 (g-proteobacteria)	Scaffold	0	2642494	142	37292	26	758234	0	2009/07/08 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 15826')]))])), ('Sex', None), ('Isolate', None)])	0.5932	15826
GCF_000160675.1	638301	Granulicatella adiacens ATCC 49175 (firmicutes)	Scaffold	0	1947166	31	186573	10	415790	0	2009/07/08 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 49175')]))])), ('Sex', None), ('Isolate', None)])	0.3765	49175
GCF_000160895.1	526980	Bacillus cereus ATCC 10876 (firmicutes)	Chromosome	1	5939023	245	69057	1	5939023	0	2009/05/29 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 10876')]))])), ('Sex', None), ('Isolate', None)])	0.3480	10876
GCF_000161015.1	526977	Bacillus cereus ATCC 4342 (firmicutes)	Chromosome	1	5234797	105	131752	1	5234797	0	2009/05/29 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 4342')]))])), ('Sex', None), ('Isolate', None)])	0.3520	4342
GCF_000161615.1	527031	Bacillus thuringiensis serovar berliner ATCC 10792 (firmicutes)	Chromosome	1	6260142	253	58203	1	6260142	0	2009/05/29 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 10792')]))])), ('Sex', None), ('Isolate', None)])	0.3482	10792
GCF_000162295.1	575584	Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841 (g-proteobacteria)	Scaffold	0	3971516	100	88584	22	443868	0	2009/10/02 00:00	2014/09/27 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 19606')]))])), ('Sex', None), ('Isolate', None)])	0.3907	19606
GCF_000163455.1	667127	Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884 (enterobacteria)	Scaffold	0	5450034	264	42720	51	565138	0	2009/09/24 00:00	2014/10/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13884')]))])), ('Sex', None), ('Isolate', None)])	0.5722	13884
GCF_000169235.1	411461	Dorea formicigenerans ATCC 27755 (firmicutes)	Contig	0	3186031	16	318591	16	318591	0	2007/10/10 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 27755')]))])), ('Sex', None), ('Isolate', None)])	0.4097	27755
GCF_000172135.1	473819	Bifidobacterium dentium ATCC 27678 (high GC Gram+)	Contig	0	2642081	2	2635766	2	2635766	0	2008/03/13 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 27678')]))])), ('Sex', None), ('Isolate', None)])	0.5852	27678
GCF_000172815.1	536229	Bacillus pumilus ATCC 7061 (firmicutes)	Contig	0	3833998	16	486567	16	486567	0	2008/07/09 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 7061')]))])), ('Sex', None), ('Isolate', None)])	0.4167	7061
GCF_000173755.1	527005	Yersinia ruckeri ATCC 29473 (enterobacteria)	Contig	0	3739990	174	79318	174	79318	0	2009/06/01 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 29473')]))])), ('Sex', None), ('Isolate', None)])	0.4742	29473
GCF_000173895.1	546262	Neisseria cinerea ATCC 14685 (b-proteobacteria)	Contig	0	1872773	35	163690	35	163690	0	2009/09/24 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 14685')]))])), ('Sex', None), ('Isolate', None)])	0.5081	14685
GCF_000173995.1	546265	Neisseria lactamica ATCC 23970 (b-proteobacteria)	Contig	0	2171992	101	55069	101	55069	0	2009/09/15 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 23970')]))])), ('Sex', None), ('Isolate', None)])	0.5222	23970
GCF_000174015.1	553184	Lancefieldella rimae ATCC 49626 (actinobacteria)	Contig	0	1626291	9	463785	9	463785	0	2009/01/22 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 49626')]))])), ('Sex', None), ('Isolate', None)])	0.4926	49626
GCF_000174755.1	553178	Capnocytophaga gingivalis ATCC 33624 (CFB group bacteria)	Contig	0	2667138	37	152766	37	152766	0	2009/04/29 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33624')]))])), ('Sex', None), ('Isolate', None)])	0.4049	33624
GCF_000174815.1	553175	Porphyromonas endodontalis ATCC 35406 (CFB group bacteria)	Contig	0	2064508	37	142500	37	142500	0	2009/05/01 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 35406')]))])), ('Sex', None), ('Isolate', None)])	0.4752	35406
GCF_000177435.1	686660	Veillonella parvula ATCC 17745 (firmicutes)	Contig	0	2163473	19	416853	19	416853	0	2009/12/30 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 17745')]))])), ('Sex', None), ('Isolate', None)])	0.3857	17745
GCF_000177595.1	703612	Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499 (firmicutes)	Contig	0	3978576	37	170545	37	170545	30	2010/05/17 00:00	2017/07/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 6633')]))])), ('Sex', None), ('Isolate', None)])	0.4382	6633
GCF_000178355.1	585528	Gardnerella vaginalis ATCC 14018 = JCM 11026 (high GC Gram+)	Scaffold	0	1604161	156	18025	145	19744	5	2010/04/07 00:00	2014/07/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 14018')]))])), ('Sex', None), ('Isolate', None)])	0.4121	14018
GCF_000178895.1	525283	Fusobacterium nucleatum subsp. nucleatum ATCC 23726 (fusobacteria)	Contig	0	2237034	67	69905	67	69905	26	2010/05/17 00:00	2014/10/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 23726')]))])), ('Sex', None), ('Isolate', None)])	0.2702	23726
GCF_000186085.1	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051 = DSM 10 (firmicutes)	Chromosome	1	4292969	84	3196197	80	4214598	0	2008/08/12 00:00	2014/10/09 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCIB 3610')]))])), ('Sex', None), ('Isolate', None)])	0.4335	6051
GCF_000186445.1	888745	Streptococcus agalactiae ATCC 13813 (firmicutes)	Scaffold	0	2287892	134	31548	21	2243750	52.97	2011/01/26 00:00	2014/10/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13813')]))])), ('Sex', None), ('Isolate', None)])	0.3526	13813
GCF_000188155.2	622637	Methylocystis sp. ATCC 49242 (a-proteobacteria)	Scaffold	0	4726034	7	3131807	6	4316162	30	2013/06/07 00:00	2013/06/24 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'Rockwell')]))])), ('Sex', None), ('Isolate', None)])	0.6282	49242
GCF_000191405.1	888828	Haemophilus parainfluenzae ATCC 33392 (g-proteobacteria)	Scaffold	0	2124757	30	205363	10	2112961	35.37	2011/03/04 00:00	2014/10/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33392')]))])), ('Sex', None), ('Isolate', None)])	0.3918	33392
gcf_000194945.1	888807	Streptococcus sanguinis SK1 = NCTC 7863 (firmicutes)	Scaffold	0	2280483	13	386834	7	1343067	40.63	2011/04/07 00:00	2014/10/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'SK1')]))])), ('Sex', None), ('Isolate', None)])	0.4327	10556
GCF_000196335.1	196627	Corynebacterium glutamicum ATCC 13032 (high GC Gram+)	Complete Genome	1	3282708	1	3282708	1	3282708	0	2004/01/26 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'DSM 20300 = ATCC 13032')]))])), ('Sex', None), ('Isolate', None)])	0.5384	13032
GCF_000196735.1	692420	Bacillus amyloliquefaciens DSM 7 = ATCC 23350 (firmicutes)	Complete Genome	1	3980199	1	3980199	1	3980199	0	2010/09/23 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'DSM 7')]))])), ('Sex', None), ('Isolate', None)])	0.4608	23350
GCF_000204035.1	751586	Brevundimonas diminuta ATCC 11568 (a-proteobacteria)	Scaffold	0	3369316	302	15670	8	2631526	58	2011/04/13 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 11568')]))])), ('Sex', None), ('Isolate', None)])	0.6707	11568
GCF_000204075.1	240292	Trichormus variabilis ATCC 29413 (cyanobacteria)	Complete Genome	1	7105752	5	6365727	5	6365727	0	2005/09/15 00:00	2018/02/15 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 29413')]))])), ('Sex', None), ('Isolate', None)])	0.4141	29413
GCF_000204705.1	903520	Bacillus atrophaeus ATCC 9372-1 (firmicutes)	Contig	0	4106324	28	255796	28	255796	44	2011/04/19 00:00	2013/05/01 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 9372-1')]))])), ('Sex', None), ('Isolate', None)])	0.4310	9372
GCF_000204825.1	723892	Bacillus atrophaeus ATCC 9372-2 (firmicutes)	Contig	0	4127435	32	250623	32	250623	42	2011/04/19 00:00	2013/05/01 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 9372-2')]))])), ('Sex', None), ('Isolate', None)])	0.4312	9372
GCF_000212695.1	590998	Cellulomonas fimi ATCC 484 (high GC Gram+)	Complete Genome	1	4266344	1	4266344	1	4266344	30	2011/05/09 00:00	2016/11/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 484')]))])), ('Sex', None), ('Isolate', None)])	0.7472	484
GCF_000220235.1	997352	Prevotella nigrescens ATCC 33563 (CFB group bacteria)	Scaffold	0	2669193	86	90849	24	2083988	36.85	2011/07/08 00:00	2016/11/30 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33563')]))])), ('Sex', None), ('Isolate', None)])	0.4260	33563
GCF_000225845.1	525362	Ligilactobacillus ruminis ATCC 25644 (firmicutes)	Contig	0	2069085	100	38826	100	38826	21	2011/09/12 00:00	2012/11/23 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25644')]))])), ('Sex', None), ('Isolate', None)])	0.4375	25644
GCF_000226955.1	1081640	Sphingomonas elodea ATCC 31461 (a-proteobacteria)	Contig	0	4124388	127	65505	127	65505	120	2011/09/30 00:00	2014/07/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 31461')]))])), ('Sex', None), ('Isolate', None)])	0.6736	31461
GCF_000231215.1	1091045	Cutibacterium acnes subsp. defendens ATCC 11828 (high GC Gram+)	Complete Genome	1	2488626	1	2488626	1	2488626	0	2011/10/20 00:00	2016/11/30 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 11828')]))])), ('Sex', None), ('Isolate', None)])	0.6004	11828
GCF_000234585.1	1078020	Mycolicibacterium thermoresistibile ATCC 19527 (high GC Gram+)	Contig	0	4870742	56	235303	56	235303	153	2011/11/07 00:00	2016/11/30 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 19527')]))])), ('Sex', None), ('Isolate', None)])	0.6902	19527
